,Year,Subregion,Cuty,TOTAL,traffic accidents,Alerts,Other alerts,Assist_ Techn_ urg_,Assist_Tecn_ not urg_,Explosion/Collapse,Building fires,Home fires,Industrial fires,Various fires,Information  M_P,Information incidents,Smells,Animal rescue,Goods rescue,People rescue,Use of air means,Simulacrum,Veget_ agricul_ land,Veget_ forest_land,Veget_ urban_land
1834,2008.0,Vallès Oriental,Ametlla del Vallès,52,11,,,16,1,,,4,1.0,6,,,,8,,3,,,,2,
1835,2008.0,Vallès Oriental,Bigues i Riells,31,2,,,14,1,,1.0,1,,6,,,,1,,2,,1.0,,1,1
1836,2008.0,Vallès Oriental,Caldes de Montbui,173,18,,,32,68,1.0,2.0,10,4.0,23,,,1.0,4,,2,1,2.0,,3,2
1837,2008.0,Vallès Oriental,Campins,6,,,,3,,,,,,,,,,,1.0,,,,,2,
1838,2008.0,Vallès Oriental,Canovelles,79,6,,,28,8,1.0,1.0,4,3.0,13,,,1.0,2,1.0,5,,2.0,1,1,2
1839,2008.0,Vallès Oriental,Cànoves i Samalús,17,3,,,5,2,,,1,,1,,,2.0,,,3,,,,,
1840,2008.0,Vallès Oriental,Cardedeu,108,9,,,34,5,,3.0,8,1.0,27,,,1.0,9,,6,,3.0,,1,1
1841,2008.0,Vallès Oriental,Castellcir,5,,1.0,,,,,,2,,1,,,,1,,,,,,,
1842,2008.0,Vallès Oriental,Castellterçol,29,6,,1.0,8,6,,,3,,1,,,,1,,1,,,,1,1
1843,2008.0,Vallès Oriental,Figaró-Montmany,127,8,,,14,97,,,1,,1,,,1.0,,,2,,,,3,
1844,2008.0,Vallès Oriental,Fogars de Montclús,9,1,,,2,,,,,,1,,,,,,2,,,,3,
1845,2008.0,Vallès Oriental,Franqueses del Vallès,110,7,,,42,2,,1.0,5,2.0,20,,,,6,1.0,7,,6.0,2,5,4
1846,2008.0,Vallès Oriental,Garriga,133,36,,,31,29,,,5,1.0,8,,,,8,,5,,7.0,,2,1
1847,2008.0,Vallès Oriental,Granera,6,1,,,2,2,,,,,,,,,,,1,,,,,
1848,2008.0,Vallès Oriental,Granollers,638,40,2.0,2.0,161,187,,8.0,43,4.0,73,,,5.0,29,,44,3,12.0,,5,20
1849,2008.0,Vallès Oriental,Gualba,34,5,,,9,3,,1.0,4,,3,,,1.0,3,,2,,,,2,1
1850,2008.0,Vallès Oriental,Llagosta,46,4,,,11,2,1.0,,5,1.0,10,,,,1,,7,,3.0,,,1
1851,2008.0,Vallès Oriental,Lliçà d'Amunt,54,8,,,7,2,,1.0,6,4.0,8,,,,10,1.0,4,,,1,1,1
1852,2008.0,Vallès Oriental,Lliçà de Vall,55,8,,,9,5,,1.0,3,3.0,16,,,1.0,3,,1,,4.0,,,1
1853,2008.0,Vallès Oriental,Llinars del Vallès,115,23,,,18,14,,,9,1.0,33,1.0,,,3,1.0,6,,,,2,4
1854,2008.0,Vallès Oriental,Martorelles,26,5,,,5,3,,,1,1.0,5,,,,3,,1,,1.0,,,1
1855,2008.0,Vallès Oriental,Mollet del Vallès,599,42,,1.0,144,177,,4.0,40,5.0,79,,,2.0,21,1.0,40,2,19.0,,8,14
1856,2008.0,Vallès Oriental,Montmeló,83,7,,,12,19,,,1,1.0,19,,,,1,,2,16,2.0,,,3
1857,2008.0,Vallès Oriental,Montornès del Vallès,108,13,,,34,9,,2.0,3,2.0,28,,,,4,,3,,4.0,,3,3
1858,2008.0,Vallès Oriental,Montseny,29,4,,,6,10,,,,,,,,,,,7,,1.0,,1,
1859,2008.0,Vallès Oriental,Parets del Vallès,125,22,,,38,,,2.0,5,2.0,40,,,1.0,3,,4,,2.0,2,3,1
1860,2008.0,Vallès Oriental,Roca del Vallès,197,25,,,39,91,,,2,2.0,13,,,1.0,10,,1,,1.0,1,6,5
1861,2008.0,Vallès Oriental,Sant Antoni de Vilamajor,283,11,,1.0,32,190,,1.0,5,,16,,,,14,,10,,,,2,1
1862,2008.0,Vallès Oriental,Sant Celoni,567,51,2.0,,78,314,,3.0,8,3.0,69,,,7.0,6,,7,,11.0,1,3,4
1863,2008.0,Vallès Oriental,Sant Esteve de Palautordera,24,2,,,2,9,,,,,7,,,,2,,,,1.0,1,,
1864,2008.0,Vallès Oriental,Sant Feliu de Codines,108,6,,,6,77,,,5,,4,,,,1,,3,1,3.0,,2,
1865,2008.0,Vallès Oriental,Sant Fost de Campsentelles,55,11,,,14,2,,2.0,4,2.0,9,,,,5,,1,,1.0,,2,2
1866,2008.0,Vallès Oriental,Sant Pere de Vilamajor,42,6,,,8,2,,,2,,8,,,,11,,2,,1.0,,1,1
1867,2008.0,Vallès Oriental,Sant Quirze Safaja,20,3,,,8,3,,,1,,1,,,,,,1,,,,3,
1868,2008.0,Vallès Oriental,Santa Eulàlia de Ronçana,18,2,,,6,,,,2,,1,,,,1,,1,,3.0,,,2
1869,2008.0,Vallès Oriental,Santa Maria de Martorelles,7,,,,2,2,,,2,,1,,,,,,,,,,,
1870,2008.0,Vallès Oriental,Santa Maria de Palautordera,490,19,,2.0,91,298,,,11,3.0,41,,,,14,,4,,3.0,1,,3
1871,2008.0,Vallès Oriental,Tagamanent,37,18,,,8,1,,,,,5,,,,,,3,,,,2,
1872,2008.0,Vallès Oriental,Vallgorguina,64,13,1.0,,21,2,,,5,1.0,6,,,,9,,4,,,,,2
1873,2008.0,Vallès Oriental,Vallromanes,22,2,,,9,,,,3,,5,,,,1,,1,,,,,1
1874,2008.0,Vallès Oriental,Vilalba Sasserra,9,2,,,1,1,,,1,,3,,,,,,,,,,,1
1875,2008.0,Vallès Oriental,Vilanova del Vallès,26,4,,,8,,,,1,,7,,,,,,1,,1.0,,2,2
